mpi_overlap, 5120, 5120, 1000, 1, 2, 1, 0.125675, 0.228621 90.957290
mpi_overlap, 5120, 5120, 1000, 1, 2, 1, 0.125713, 0.227941 90.659380
mpi_overlap, 5120, 5120, 1000, 1, 2, 1, 0.125723, 0.227678 90.547797
mpi_overlap, 5120, 5120, 1000, 1, 2, 1, 0.125168, 0.227784 90.991250
mpi_overlap, 5120, 5120, 1000, 1, 2, 1, 0.125637, 0.228790 91.052186
mpi_overlap, 5120, 5120, 1000, 1, 2, 1, 0.125440, 0.228073 90.909035
mpi_overlap, 5120, 5120, 1000, 1, 2, 1, 0.125079, 0.228706 91.424980
mpi_overlap, 5120, 5120, 1000, 1, 2, 1, 0.126270, 0.227577 90.114778
mpi_overlap, 5120, 5120, 1000, 1, 2, 1, 0.124784, 0.229312 91.883514
mpi_overlap, 5120, 5120, 1000, 1, 2, 1, 0.125961, 0.229481 91.092068
