mpi_overlap, 20480, 20480, 1000, 1, 16, 1, 0.254059, 3.404058 83.741890
mpi_overlap, 20480, 20480, 1000, 1, 16, 1, 0.267394, 3.399502 79.459147
mpi_overlap, 20480, 20480, 1000, 1, 16, 1, 0.254860, 3.398078 83.331940
mpi_overlap, 20480, 20480, 1000, 1, 16, 1, 0.245076, 3.397941 86.655241
mpi_overlap, 20480, 20480, 1000, 1, 16, 1, 0.244218, 3.400161 87.016393
mpi_overlap, 20480, 20480, 1000, 1, 16, 1, 0.250567, 3.399019 84.783298
mpi_overlap, 20480, 20480, 1000, 1, 16, 1, 0.243487, 3.396404 87.181224
mpi_overlap, 20480, 20480, 1000, 1, 16, 1, 0.252519, 3.404224 84.256500
mpi_overlap, 20480, 20480, 1000, 1, 16, 1, 0.251957, 3.398352 84.298751
mpi_overlap, 20480, 20480, 1000, 1, 16, 1, 0.271141, 3.404644 78.479691
