mpi_overlap, 40960, 40960, 1000, 1, 2, 1, 6.536433, 13.016251 99.566920
mpi_overlap, 40960, 40960, 1000, 1, 2, 1, 6.536182, 13.019338 99.594362
mpi_overlap, 40960, 40960, 1000, 1, 2, 1, 6.536164, 13.018562 99.588706
mpi_overlap, 40960, 40960, 1000, 1, 2, 1, 6.536661, 13.009925 99.515067
mpi_overlap, 40960, 40960, 1000, 1, 2, 1, 6.536291, 13.018268 99.584514
mpi_overlap, 40960, 40960, 1000, 1, 2, 1, 6.536002, 13.019513 99.598449
mpi_overlap, 40960, 40960, 1000, 1, 2, 1, 6.536040, 13.010272 99.527168
mpi_overlap, 40960, 40960, 1000, 1, 2, 1, 6.536352, 13.008398 99.508091
mpi_overlap, 40960, 40960, 1000, 1, 2, 1, 6.536185, 13.020139 99.600458
mpi_overlap, 40960, 40960, 1000, 1, 2, 1, 6.536201, 13.009678 99.520185
